purchase_id,customer_id,product_category,product_name,quantity,price_per_item,purchase_date,customer_state,shipping_method
P00029,C0485,Electronics,Tennis Racket,5.0,152.84,2024-01-29,IL,Standard
P00030,C0477,Electronics,Headphones,4.0,173.13,2024-08-17,CA,
P00031,C0117,Sports,Running Shoes,4.0,136.54,2024-06-07,WA,Overnight
P00032,C0176,Books,Running Shoes,4.0,161.96,2024-01-11,IL,Overnight
P00033,C0185,Electronics,Lamp,5.0,37.16,2024-12-26,NY,Express
P00034,C0060,Books,Headphones,1.0,277.81,2024-01-01,FL,Overnight
P00035,C0416,Sports,Headphones,2.0,415.61,2024-12-02,WA,Standard
P00036,C0135,Sports,Jacket,5.0,391.19,2024-07-14,WA,
P00037,C0405,Home & Garden,Rug,1.0,110.55,2024-07-18,NY,Overnight
P00038,C0181,Books,Headphones,3.0,27.59,2024-03-13,CA,Standard
P00039,C0431,Home & Garden,T-Shirt,1.0,196.82,2024-08-14,IL,Express
P00040,C0219,Clothing,Novel,5.0,443.72,2024-06-29,NY,Express
P00041,C0327,Electronics,T-Shirt,3.0,290.03,2024-04-16,WA,Overnight
P00042,C0150,Sports,Rug,4.0,202.25,2024-12-16,WA,Overnight
P00043,C0005,Electronics,Smartphone,4.0,69.48,2024-05-05,IL,Overnight
P00044,C0300,Electronics,Laptop,1.0,497.88,2024-02-19,WA,Overnight
P00045,C0431,Home & Garden,Dumbbells,2.0,49.24,2024-02-23,TX,Standard
P00046,C0444,Electronics,Cushion,5.0,89.55,2024-05-02,CA,Overnight
P00047,C0249,Books,Jeans,1.0,231.05,2024-08-01,NY,Overnight
P00048,C0343,Home & Garden,Headphones,3.0,206.73,2024-11-08,WA,Standard
P00049,C0448,Home & Garden,Jeans,1.0,459.07,2024-11-21,CA,Overnight
P00050,C0285,Electronics,Cookbook,5.0,439.32,2024-06-04,CA,Express
P00051,C0429,Electronics,Laptop,2.0,227.29,2024-03-25,FL,Express
P00052,C0320,Sports,Novel,,400.12,2024-01-21,TX,Standard
P00053,C0304,Electronics,T-Shirt,2.0,352.64,2024-12-18,WA,Express
P00054,C0322,Home & Garden,Hat,4.0,193.8,2024-08-15,NY,Express
P00055,C0052,Electronics,Textbook,2.0,455.7,2024-12-28,WA,Overnight
P00056,C0035,Sports,Jeans,1.0,72.07,2024-10-25,CA,Express
P00057,C0069,Clothing,Monitor,4.0,48.09,2024-04-04,CA,Express
P00058,C0206,Home & Garden,Jeans,1.0,374.43,2024-04-04,CA,Overnight
P00059,C0284,Books,Basketball,3.0,238.16,2024-01-21,NY,Overnight
P00060,C0457,Home & Garden,Magazine,5.0,333.62,2024-11-05,IL,Express
P00061,C0097,Clothing,Basketball,5.0,181.19,2024-10-20,TX,Standard
P00062,C0418,Electronics,Plant Pot,5.0,402.43,2024-05-27,FL,
P00063,C0271,Home & Garden,Headphones,4.0,347.17,2024-07-09,NY,Express
P00064,C0189,Electronics,Running Shoes,4.0,279.83,2024-05-09,TX,Standard
P00065,C0325,Sports,Monitor,3.0,329.89,2024-09-25,NY,Overnight
P00066,C0137,Electronics,Yoga Mat,2.0,174.08,2024-06-01,TX,Overnight
P00067,C0409,Sports,Magazine,1.0,226.28,2024-05-08,CA,Standard
P00068,C0217,Sports,Smartphone,1.0,338.13,2024-07-14,WA,Overnight
P00069,C0029,Home & Garden,Tablet,1.0,469.75,2024-01-07,WA,Express
P00070,C0256,Sports,Dumbbells,5.0,128.17,2024-03-18,FL,Standard
P00071,C0073,Electronics,Smartphone,2.0,160.76,2024-09-29,NY,Express
P00072,C0003,Electronics,Tablet,2.0,374.34,2024-10-07,IL,Standard
P00073,C0316,Clothing,Rug,4.0,378.9,2024-12-03,WA,Overnight
P00074,C0111,Books,Dumbbells,2.0,134.0,2024-12-27,TX,Standard
P00075,C0021,Books,Rug,5.0,135.7,2024-03-01,CA,Express
P00076,C0058,Clothing,Garden Tools,1.0,367.01,2024-03-15,CA,Overnight
P00077,C0287,Clothing,Rug,1.0,411.98,2024-09-07,CA,Overnight
P00078,C0455,Electronics,Plant Pot,2.0,76.77,2024-04-18,WA,Express
P00079,C0048,Clothing,Laptop,5.0,11.86,2024-04-23,TX,Standard
P00080,C0254,Sports,T-Shirt,2.0,121.94,2024-11-06,CA,Standard
P00081,C0211,Sports,Running Shoes,4.0,324.37,2024-02-03,IL,Express
P00082,C0183,Home & Garden,Novel,5.0,463.79,2024-01-14,WA,Overnight
P00083,C0232,Sports,Cushion,3.0,254.11,2024-04-04,TX,Express
P00084,C0246,Sports,Textbook,2.0,37.46,2024-07-22,FL,Express
P00085,C0278,Electronics,Smartphone,1.0,237.81,2024-08-23,CA,Express
P00086,C0255,Sports,Jeans,3.0,75.12,2024-12-19,WA,Express
P00087,C0216,Sports,Hat,5.0,224.92,2024-01-14,FL,Overnight
P00088,C0128,Home & Garden,Cushion,5.0,475.31,2024-10-23,FL,Standard
P00089,C0116,Electronics,Jeans,4.0,346.97,2024-04-08,CA,Standard
P00090,C0195,Electronics,Rug,2.0,169.85,2024-02-09,TX,Overnight
P00091,C0383,Clothing,Lamp,3.0,367.57,2024-06-15,FL,Standard
P00092,C0252,Sports,Cookbook,2.0,314.34,2024-01-15,TX,Overnight
P00093,C0495,Home & Garden,Novel,5.0,76.75,2024-07-04,WA,Express
P00094,C0255,Clothing,Running Shoes,2.0,205.9,2024-01-20,WA,Express
P00095,C0482,Books,T-Shirt,4.0,44.63,2024-12-12,WA,Overnight
P00096,C0131,Sports,Cushion,2.0,476.75,2024-02-27,CA,Standard
P00097,C0081,Clothing,Plant Pot,2.0,326.69,2024-05-22,NY,Standard
P00098,C0431,Electronics,Textbook,,257.66,2024-02-24,FL,Overnight
P00099,C0359,Home & Garden,Yoga Mat,4.0,374.87,2024-10-20,TX,Express
P00100,C0339,Books,Garden Tools,3.0,371.98,2024-08-24,IL,Express
P00101,C0444,Electronics,Monitor,1.0,299.68,2024-04-22,TX,Standard
P00102,C0292,Home & Garden,Novel,1.0,290.79,2024-02-20,CA,Standard
P00103,C0423,Home & Garden,Yoga Mat,5.0,134.9,2024-08-07,CA,Overnight
P00104,C0098,Books,Magazine,1.0,187.69,2024-11-11,CA,Express
P00105,C0463,Books,Running Shoes,3.0,11.76,2024-11-24,CA,Express
P00106,C0036,Books,Headphones,3.0,458.08,2024-11-27,FL,Standard
P00107,C0167,Sports,Dumbbells,5.0,322.8,2024-07-22,IL,Standard
P00108,C0413,Clothing,Tennis Racket,,321.44,2024-06-01,WA,Express
P00109,C0009,Home & Garden,Tablet,5.0,240.55,2024-09-09,TX,Express
P00110,C0263,Electronics,Cushion,3.0,491.78,2024-11-25,IL,Overnight
P00111,C0374,Books,Jeans,5.0,24.36,2024-07-11,TX,Standard
P00112,C0271,Clothing,Rug,2.0,406.37,2024-02-07,IL,Express
P00113,C0064,Books,Lamp,2.0,199.99,2024-09-25,NY,Standard
P00114,C0296,Electronics,Dumbbells,3.0,285.72,2024-01-05,CA,Standard
P00115,C0006,Home & Garden,Headphones,1.0,51.39,2024-07-22,FL,Standard
P00116,C0015,Home & Garden,Tennis Racket,5.0,477.54,2024-07-10,NY,Overnight
P00117,C0413,Sports,Smartphone,2.0,363.44,2024-09-13,TX,Express
P00118,C0250,Clothing,Lamp,1.0,55.83,2024-07-15,TX,Express
P00119,C0493,Sports,Cushion,4.0,305.16,2024-10-29,CA,Overnight
P00120,C0331,Books,Jeans,5.0,334.83,2024-04-07,WA,Overnight
P00121,C0080,Books,Basketball,,427.48,2024-03-14,WA,Overnight
P00122,C0249,Home & Garden,Smartphone,3.0,399.52,2024-05-24,FL,Overnight
P00123,C0089,Home & Garden,Smartphone,2.0,176.74,2024-10-27,FL,Standard
P00124,C0227,Clothing,Magazine,5.0,299.26,2024-08-10,CA,Standard
P00125,C0149,Books,Lamp,2.0,278.6,2024-07-28,FL,Express
P00126,C0480,Electronics,Novel,4.0,224.49,2024-04-12,TX,Express
P00127,C0298,Home & Garden,Jeans,5.0,409.63,2024-11-28,TX,Overnight
P00128,C0249,Electronics,Monitor,1.0,186.42,2024-06-17,NY,Standard
P00129,C0299,Electronics,Laptop,4.0,191.94,2024-12-23,TX,Standard
P00130,C0050,Clothing,Cookbook,4.0,371.47,2024-03-21,WA,Express
P00131,C0433,Home & Garden,Cushion,5.0,383.21,2024-10-22,IL,Standard
P00132,C0327,Home & Garden,Magazine,5.0,396.71,2024-08-01,IL,Standard
P00133,C0295,Books,Dumbbells,3.0,309.89,2024-03-24,TX,Overnight
P00134,C0420,Home & Garden,Smartphone,5.0,355.68,2024-05-21,TX,Express
P00135,C0177,Clothing,Cookbook,5.0,326.96,2024-01-12,FL,Standard
P00136,C0320,Books,Headphones,3.0,403.8,2024-05-04,FL,Express
P00137,C0063,Sports,Dumbbells,2.0,288.01,2024-11-02,TX,Overnight
P00138,C0097,Home & Garden,Textbook,3.0,452.3,2024-02-16,CA,Express
P00139,C0233,Sports,Hat,4.0,60.0,2024-03-28,WA,Standard
P00140,C0351,Books,Cookbook,3.0,107.61,2024-02-01,WA,Standard
P00141,C0009,Sports,Novel,1.0,241.2,2024-10-22,TX,Overnight
P00142,C0082,Sports,Yoga Mat,5.0,306.77,2024-09-16,NY,Overnight
P00143,C0342,Home & Garden,Cookbook,4.0,54.28,2024-11-11,NY,Standard
P00144,C0284,Sports,Cookbook,5.0,172.66,2024-02-28,TX,Standard
P00145,C0148,Books,Yoga Mat,1.0,477.32,2024-06-30,TX,Express
P00146,C0388,Home & Garden,Plant Pot,3.0,361.02,2024-02-10,NY,Standard
P00147,C0143,Books,Laptop,3.0,246.03,2024-12-27,TX,Standard
P00148,C0216,Books,Textbook,4.0,249.97,2024-01-22,CA,Overnight
P00149,C0322,Home & Garden,Textbook,4.0,407.06,2024-05-12,CA,Standard
P00150,C0332,Home & Garden,Lamp,4.0,322.69,2024-01-09,FL,Overnight
P00151,C0200,Clothing,Hat,2.0,101.05,2024-12-06,IL,Express
P00152,C0115,Books,Tennis Racket,2.0,386.88,2024-12-22,FL,Overnight
P00153,C0275,Books,Garden Tools,5.0,169.92,2024-08-28,NY,Express
P00154,C0361,Home & Garden,Cushion,3.0,156.26,2024-05-30,IL,Overnight
P00155,C0419,Clothing,Jacket,3.0,400.54,2024-04-15,TX,Express
P00156,C0440,Books,Novel,3.0,346.09,2024-01-28,NY,Standard
P00157,C0221,Clothing,Shoes,4.0,48.73,2024-08-16,NY,Standard
P00158,C0364,Clothing,Textbook,4.0,15.95,2024-06-18,CA,Express
P00159,C0344,Clothing,Cushion,5.0,421.31,2024-04-14,FL,Overnight
P00160,C0372,Sports,Dumbbells,5.0,416.12,2024-12-07,CA,Standard
P00161,C0457,Home & Garden,Tennis Racket,1.0,428.13,2024-05-05,TX,Express
P00162,C0167,Home & Garden,Novel,1.0,199.66,2024-12-07,IL,Standard
P00163,C0140,Clothing,Lamp,3.0,232.99,2024-06-03,FL,Express
P00164,C0375,Home & Garden,Tablet,2.0,193.35,2024-11-12,IL,Express
P00165,C0131,Clothing,Dumbbells,2.0,138.24,2024-06-07,NY,Standard
P00166,C0126,Clothing,Plant Pot,3.0,300.71,2024-06-03,WA,Express
P00167,C0500,Books,Smartphone,2.0,10.48,2024-11-30,WA,Standard
P00168,C0300,Clothing,Monitor,2.0,373.45,2024-10-31,TX,Standard
P00169,C0323,Home & Garden,Cushion,3.0,300.68,2024-01-24,IL,Standard
P00170,C0495,Clothing,Rug,2.0,497.26,2024-05-04,IL,Overnight
P00171,C0021,Sports,T-Shirt,2.0,432.04,2024-06-06,CA,
P00172,C0264,Clothing,Yoga Mat,2.0,264.92,2024-03-02,WA,Standard
P00173,C0272,Home & Garden,Smartphone,3.0,209.83,2024-01-15,NY,Standard
P00174,C0147,Electronics,Shoes,3.0,474.69,2024-11-28,WA,Express
P00175,C0299,Electronics,Laptop,3.0,208.29,2024-10-29,FL,Overnight
P00176,C0053,Electronics,Rug,1.0,119.33,2024-07-19,WA,Express
P00177,C0475,Home & Garden,Cushion,2.0,147.36,2024-04-15,WA,Standard
P00178,C0333,Clothing,Basketball,5.0,335.96,2024-12-04,IL,Overnight
P00179,C0116,Sports,Monitor,4.0,21.91,2024-10-11,CA,Standard
P00180,C0449,Sports,Jeans,3.0,241.21,2024-11-15,NY,Standard
P00181,C0398,Clothing,Magazine,5.0,477.88,2024-12-04,FL,Standard
P00182,C0451,Clothing,Laptop,5.0,337.77,2024-05-25,WA,Express
P00183,C0434,Electronics,Basketball,1.0,422.22,2024-08-13,IL,Express
P00184,C0050,Home & Garden,Jacket,1.0,103.13,2024-04-26,IL,Overnight
P00185,C0353,Clothing,T-Shirt,2.0,124.76,2024-02-16,NY,Overnight
P00186,C0147,Home & Garden,Monitor,1.0,439.96,2024-11-18,WA,Express
P00187,C0202,Books,Cookbook,2.0,358.64,2024-08-21,WA,Standard
P00188,C0408,Clothing,Dumbbells,3.0,478.87,2024-11-23,NY,Overnight
P00189,C0369,Books,T-Shirt,4.0,179.29,2024-05-17,CA,Overnight
P00190,C0320,Home & Garden,Plant Pot,5.0,170.64,2024-06-20,NY,Overnight
P00191,C0302,Books,Hat,,325.12,2024-04-07,FL,Express
P00192,C0230,Sports,Rug,3.0,61.46,2024-08-31,WA,Overnight
P00193,C0476,Books,Plant Pot,1.0,493.76,2024-07-15,TX,Overnight
P00194,C0052,Electronics,Tablet,4.0,380.64,2024-06-03,NY,Standard
P00195,C0462,Books,Smartphone,4.0,347.37,2024-04-27,FL,Express
P00196,C0073,Home & Garden,Rug,4.0,282.37,2024-08-20,CA,Overnight
P00197,C0309,Home & Garden,Magazine,5.0,499.47,2024-08-18,WA,Overnight
P00198,C0274,Books,Novel,2.0,313.43,2024-02-18,WA,Standard
P00199,C0230,Clothing,Tablet,2.0,221.2,2024-05-24,TX,Overnight
P00200,C0383,Clothing,Running Shoes,1.0,172.01,2024-03-14,NY,Standard
P00201,C0268,Clothing,Headphones,1.0,279.01,2024-10-18,TX,Overnight
P00202,C0166,Electronics,Cushion,2.0,171.1,2024-01-22,FL,Standard
P00203,C0394,Home & Garden,T-Shirt,5.0,330.72,2024-12-24,IL,Standard
P00204,C0413,Clothing,Monitor,2.0,183.1,2024-09-28,CA,Overnight
P00205,C0266,Home & Garden,Jeans,2.0,173.44,2024-09-21,WA,Express
P00206,C0408,Books,Jeans,4.0,197.98,2024-12-05,WA,Express
P00207,C0480,Books,Lamp,5.0,421.77,2024-01-30,TX,Overnight
P00208,C0167,Clothing,Textbook,2.0,146.97,2024-11-02,NY,Standard
P00209,C0365,Clothing,Textbook,5.0,388.82,2024-11-04,IL,Standard
P00210,C0022,Sports,Garden Tools,3.0,432.93,2024-01-09,CA,Overnight
P00211,C0233,Sports,Magazine,1.0,36.35,2024-05-14,CA,Express
P00212,C0235,Home & Garden,Cushion,5.0,80.69,2024-07-28,NY,Express
P00213,C0242,Clothing,Cookbook,1.0,437.85,2024-11-01,TX,Overnight
P00214,C0200,Electronics,T-Shirt,5.0,173.72,2024-11-23,IL,Express
P00215,C0262,Home & Garden,Jeans,5.0,25.8,2024-07-19,IL,Express
P00216,C0165,Electronics,Smartphone,5.0,472.46,2024-04-30,WA,Standard
P00217,C0296,Sports,Textbook,4.0,139.75,2024-02-20,IL,Standard
P00218,C0022,Clothing,Tennis Racket,1.0,55.12,2024-09-26,TX,Overnight
P00219,C0383,Clothing,Jacket,3.0,388.61,2024-04-16,TX,Express
P00220,C0100,Sports,Garden Tools,4.0,301.48,2024-11-03,TX,Standard
P00221,C0438,Books,Rug,2.0,300.39,2024-12-17,NY,Standard
P00222,C0165,Clothing,Smartphone,4.0,39.14,2024-04-16,FL,Express
P00223,C0324,Electronics,Monitor,3.0,378.84,2024-08-11,TX,Overnight
P00224,C0269,Books,Tablet,5.0,364.05,2024-12-11,CA,Express
P00225,C0132,Home & Garden,Headphones,1.0,202.56,2024-07-08,FL,Standard
P00226,C0058,Clothing,Basketball,4.0,488.98,2024-04-14,TX,Standard
P00227,C0193,Clothing,Cushion,3.0,169.91,2024-09-04,NY,Overnight
P00228,C0195,Books,Cookbook,1.0,339.6,2024-08-05,NY,Standard
P00229,C0377,Clothing,Textbook,1.0,299.31,2024-12-23,CA,Express
P00230,C0092,Home & Garden,Shoes,3.0,20.02,2024-02-26,IL,Overnight
P00231,C0260,Clothing,Yoga Mat,4.0,35.73,2024-05-03,IL,Standard
P00232,C0466,Books,Shoes,3.0,105.85,2024-08-12,WA,Overnight
P00233,C0396,Books,Lamp,3.0,69.78,2024-03-31,WA,Standard
P00234,C0280,Clothing,Garden Tools,1.0,420.49,2024-09-15,CA,Overnight
P00235,C0052,Books,Textbook,3.0,197.4,2024-07-15,TX,
P00236,C0490,Books,Lamp,1.0,270.47,2024-12-19,IL,Express
P00237,C0126,Books,Novel,1.0,134.34,2024-11-21,IL,Standard
P00238,C0264,Electronics,Cushion,4.0,358.21,2024-05-25,WA,
P00239,C0312,Home & Garden,Cushion,5.0,391.88,2024-08-02,IL,Standard
P00240,C0136,Clothing,Textbook,2.0,284.88,2024-10-05,NY,
P00241,C0079,Electronics,Plant Pot,5.0,463.84,2024-06-27,FL,Overnight
P00242,C0214,Home & Garden,Basketball,,409.4,2024-07-26,FL,Overnight
P00243,C0151,Clothing,Laptop,3.0,16.32,2024-04-03,TX,Standard
P00244,C0038,Sports,Laptop,3.0,337.31,2024-08-24,NY,Standard
P00245,C0078,Sports,Tennis Racket,1.0,65.23,2024-02-02,NY,Overnight
P00246,C0422,Electronics,Smartphone,4.0,322.73,2024-06-04,FL,Overnight
P00247,C0052,Clothing,Hat,2.0,464.38,2024-12-05,IL,Overnight
P00248,C0136,Books,Basketball,1.0,48.07,2024-10-19,IL,Overnight
P00249,C0199,Home & Garden,Tennis Racket,4.0,343.59,2024-09-22,TX,Standard
P00250,C0058,Electronics,Laptop,3.0,250.85,2024-07-03,FL,Overnight
P00251,C0338,Home & Garden,Garden Tools,4.0,146.8,2024-09-05,WA,Overnight
P00252,C0205,Books,Yoga Mat,2.0,252.57,2024-02-26,IL,Overnight
P00253,C0371,Home & Garden,Monitor,2.0,244.1,2024-01-09,NY,Standard
P00254,C0409,Sports,Cookbook,4.0,342.4,2024-03-15,NY,Express
P00255,C0342,Home & Garden,Tablet,5.0,275.72,2024-03-21,WA,Overnight
P00256,C0347,Clothing,Cookbook,2.0,297.47,2024-08-03,WA,Express
P00257,C0130,Clothing,Rug,,223.24,2024-01-09,TX,Standard
P00258,C0382,Home & Garden,Dumbbells,1.0,207.16,2024-05-27,IL,Overnight
P00259,C0373,Electronics,Monitor,5.0,289.47,2024-06-05,IL,Overnight
P00260,C0228,Books,Jeans,1.0,364.42,2024-07-11,TX,Overnight
P00261,C0156,Sports,Rug,4.0,219.4,2024-01-27,FL,Express
P00262,C0316,Books,Cookbook,,184.33,2024-08-28,TX,Overnight
P00263,C0343,Sports,Smartphone,3.0,436.95,2024-04-04,IL,Standard
P00264,C0394,Home & Garden,Textbook,2.0,72.16,2024-12-17,FL,Express
P00265,C0096,Books,Shoes,3.0,14.35,2024-07-22,TX,Standard
P00266,C0454,Home & Garden,T-Shirt,4.0,293.88,2024-06-15,IL,Express
P00267,C0483,Books,Tennis Racket,5.0,240.2,2024-07-09,CA,Express
P00268,C0072,Clothing,Monitor,4.0,206.22,2024-05-07,FL,Standard
P00269,C0467,Home & Garden,Tennis Racket,3.0,345.06,2024-07-08,TX,Standard
P00270,C0251,Electronics,Cookbook,4.0,331.99,2024-06-07,IL,Express
P00271,C0353,Books,Tennis Racket,5.0,409.31,2024-08-10,TX,Express
P00272,C0469,Books,Headphones,3.0,77.27,2024-08-28,NY,Express
P00273,C0456,Home & Garden,Hat,1.0,62.37,2024-03-19,CA,Express
P00274,C0452,Clothing,Tennis Racket,1.0,101.09,2024-07-20,IL,Standard
P00275,C0228,Books,Hat,2.0,473.12,2024-02-16,WA,Standard
P00276,C0367,Books,Monitor,1.0,441.09,2024-09-02,TX,Overnight
P00277,C0113,Electronics,Jacket,2.0,257.67,2024-07-30,CA,Overnight
P00278,C0140,Home & Garden,Yoga Mat,,426.59,2024-02-27,TX,Express
P00279,C0465,Sports,Dumbbells,1.0,310.61,2024-11-18,WA,Standard
P00280,C0291,Electronics,Running Shoes,4.0,178.45,2024-09-21,FL,
P00281,C0484,Electronics,Monitor,5.0,420.47,2024-06-15,NY,Standard
P00282,C0372,Books,Headphones,1.0,499.6,2024-12-28,TX,Overnight
P00283,C0371,Electronics,Hat,2.0,44.23,2024-08-09,WA,Express
P00284,C0319,Home & Garden,Cookbook,4.0,26.43,2024-09-06,CA,Standard
P00285,C0021,Books,Tablet,2.0,451.12,2024-11-18,NY,
P00286,C0198,Home & Garden,Novel,5.0,53.55,2024-02-13,NY,Standard
P00287,C0034,Home & Garden,Garden Tools,5.0,86.04,2024-06-19,TX,Standard
P00288,C0124,Books,Jacket,1.0,138.22,2024-12-06,WA,Standard
P00289,C0247,Books,Jeans,2.0,483.05,2024-04-30,WA,Overnight
P00290,C0323,Sports,Rug,1.0,91.29,2024-11-23,CA,Overnight
P00291,C0470,Books,Garden Tools,4.0,495.46,2024-09-13,WA,Express
P00292,C0365,Sports,Garden Tools,1.0,109.14,2024-05-22,TX,Standard
P00293,C0055,Books,Garden Tools,4.0,371.46,2024-07-17,NY,Express
P00294,C0260,Sports,Cookbook,3.0,307.78,2024-10-18,CA,Express
P00295,C0336,Home & Garden,Tennis Racket,1.0,486.61,2024-01-06,TX,Standard
P00296,C0407,Electronics,Dumbbells,1.0,358.36,2024-07-07,FL,Express
P00297,C0467,Books,Dumbbells,5.0,45.58,2024-01-08,IL,Overnight
P00298,C0127,Sports,Running Shoes,3.0,154.52,2024-03-27,WA,
P00299,C0190,Books,Hat,5.0,200.44,2024-02-06,FL,Standard
P00300,C0462,Books,Shoes,2.0,219.04,2024-02-20,CA,Standard
P00301,C0120,Electronics,Basketball,1.0,178.37,2024-11-11,FL,Express
P00302,C0358,Electronics,Tennis Racket,3.0,70.82,2024-01-30,IL,Express
P00303,C0166,Home & Garden,Magazine,2.0,350.44,2024-01-07,CA,Overnight
P00304,C0356,Electronics,Rug,3.0,196.23,2024-06-06,FL,Overnight
P00305,C0187,Books,Yoga Mat,1.0,269.67,2024-08-04,WA,
P00306,C0456,Home & Garden,Textbook,2.0,299.24,2024-01-04,CA,Overnight
P00307,C0479,Books,Shoes,4.0,105.46,2024-05-25,NY,Overnight
P00308,C0390,Electronics,Jeans,2.0,358.21,2024-08-21,IL,Express
P00309,C0376,Electronics,Jacket,1.0,45.76,2024-11-17,FL,Overnight
P00310,C0002,Home & Garden,Rug,1.0,434.81,2024-01-21,NY,Standard
P00311,C0306,Books,Jeans,4.0,243.75,2024-12-02,FL,Express
P00312,C0010,Home & Garden,Monitor,3.0,240.74,2024-06-06,FL,Standard
P00313,C0275,Books,Jeans,2.0,260.03,2024-11-09,FL,Express
P00314,C0286,Electronics,Jeans,1.0,239.78,2024-08-30,WA,Overnight
P00315,C0253,Electronics,Monitor,1.0,296.06,2024-06-08,NY,Standard
P00316,C0376,Books,Shoes,5.0,233.35,2024-10-09,FL,Overnight
P00317,C0321,Electronics,Hat,1.0,88.85,2024-02-27,NY,Express
P00318,C0329,Books,Monitor,3.0,430.56,2024-01-03,IL,Overnight
P00319,C0024,Sports,Basketball,2.0,344.34,2024-03-09,TX,Overnight
P00320,C0298,Books,Rug,1.0,191.01,2024-03-06,CA,Overnight
P00321,C0464,Sports,Lamp,5.0,272.49,2024-09-03,TX,Standard
P00322,C0096,Clothing,Cookbook,2.0,444.97,2024-11-02,IL,Standard
P00323,C0384,Clothing,Monitor,2.0,132.29,2024-05-14,TX,Overnight
P00324,C0344,Home & Garden,Tennis Racket,3.0,221.28,2024-09-29,IL,Standard
P00325,C0347,Electronics,Rug,1.0,72.2,2024-09-04,TX,Standard
P00326,C0121,Books,T-Shirt,3.0,456.66,2024-02-11,NY,Overnight
P00327,C0142,Clothing,Rug,2.0,341.63,2024-11-17,NY,Overnight
P00328,C0450,Clothing,Dumbbells,5.0,329.39,2024-03-15,TX,Standard
P00329,C0201,Sports,Garden Tools,2.0,290.7,2024-06-09,NY,Overnight
P00330,C0351,Clothing,Lamp,2.0,308.51,2024-12-21,WA,Express
P00331,C0070,Electronics,Shoes,4.0,335.34,2024-12-01,TX,Express
P00332,C0289,Clothing,Garden Tools,4.0,105.89,2024-03-09,CA,Standard
P00333,C0393,Books,Jacket,5.0,394.21,2024-08-22,TX,Standard
P00334,C0420,Sports,Tennis Racket,2.0,127.85,2024-05-15,TX,Standard
P00335,C0421,Clothing,Rug,3.0,61.77,2024-01-08,CA,Overnight
P00336,C0204,Clothing,Tablet,2.0,298.58,2024-06-22,WA,Express
P00337,C0386,Clothing,Laptop,1.0,257.76,2024-08-05,CA,Overnight
P00338,C0297,Clothing,Laptop,1.0,484.91,2024-12-07,NY,Standard
P00339,C0054,Home & Garden,T-Shirt,2.0,209.19,2024-09-05,WA,Overnight
P00340,C0467,Clothing,Lamp,2.0,280.41,2024-03-23,CA,Express
P00341,C0048,Clothing,T-Shirt,4.0,132.18,2024-10-17,IL,Overnight
P00342,C0187,Electronics,Textbook,5.0,200.65,2024-10-31,TX,Standard
P00343,C0197,Books,Dumbbells,5.0,84.72,2024-05-23,IL,Express
P00344,C0188,Books,Tennis Racket,2.0,474.71,2024-06-18,WA,Express
P00345,C0203,Electronics,Garden Tools,4.0,32.66,2024-02-01,NY,Overnight
